B8:27:EB:10:6C:63;172.16.1.2;raspberrypi;1621395928
DC:A6:32:1B:3F:98;172.16.1.7;raspberrypi;1621395928
B8:27:EB:C1:FF:80;172.16.1.1;raspberrypi;1621395929
B8:27:EB:EA:25:C5;172.16.1.8;raspberrypi;1621395929
B8:27:EB:67:AF:E1;172.16.1.6;raspberrypi;1621395929
DC:A6:32:1B:40:58;172.16.1.9;raspberrypi;1621395929
DC:A6:32:CE:81:BD;172.16.1.3;raspberrypi;1621395929
DC:A6:32:1B:40:E8;172.16.1.10;raspberrypi;1621395929
